"Index","MXX.Open","MXX.High","MXX.Low","MXX.Close","MXX.Volume","MXX.Adjusted"
"1999-05-03",5414.75,5584.060059,5414.700195,5579.140137,0,5579.140137
"1999-05-04",5579.330078,5608.580078,5513.160156,5560.629883,0,5560.629883
"1999-05-05",NA,NA,NA,NA,NA,NA
"1999-05-06",5565.459961,5803.27002,5565.459961,5802.470215,0,5802.470215
"1999-05-07",5803.149902,5969.939941,5803.100098,5964.370117,0,5964.370117
"1999-05-10",5964.709961,6192.859863,5964.709961,6080.470215,0,6080.470215
"1999-05-11",6080.52002,6103.509766,5953.259766,5981.089844,0,5981.089844
"1999-05-12",5980.310059,5980.310059,5872.660156,5877.279785,0,5877.279785
"1999-05-13",5877.370117,6035.370117,5877.120117,6022.859863,0,6022.859863
"1999-05-14",6021.149902,6021.149902,5890.810059,5913.200195,0,5913.200195
"1999-05-17",5912.75,5912.75,5784.850098,5851.5,0,5851.5
"1999-05-18",5851.689941,5924.370117,5830.779785,5856.149902,0,5856.149902
"1999-05-19",5856.299805,5877.549805,5711.910156,5731.200195,0,5731.200195
"1999-05-20",5731.25,5802.609863,5723.950195,5799.490234,0,5799.490234
"1999-05-21",5799.830078,5809.680176,5615.97998,5639.5,0,5639.5
"1999-05-24",5640.180176,5666.120117,5493.509766,5498.790039,0,5498.790039
"1999-05-25",5493.790039,5537.419922,5373.529785,5441.060059,0,5441.060059
"1999-05-26",5442.069824,5619.700195,5442.069824,5618.350098,0,5618.350098
"1999-05-27",5620.899902,5654.490234,5495.129883,5498.850098,0,5498.850098
"1999-05-28",5498.290039,5549.529785,5423.569824,5423.569824,0,5423.569824
"1999-05-31",5423.810059,5477.649902,5423.810059,5477.649902,0,5477.649902
"1999-06-01",5479.490234,5484.439941,5342.830078,5436.419922,0,5436.419922
"1999-06-02",5435.740234,5455.75,5366.459961,5400.200195,0,5400.200195
"1999-06-03",5400.430176,5407.279785,5348.870117,5363.620117,0,5363.620117
"1999-06-04",5363.939941,5371.959961,5331.189941,5371.259766,0,5371.259766
"1999-06-07",5367.580078,5430.490234,5367.580078,5421.939941,0,5421.939941
"1999-06-08",5421.759766,5498.339844,5415.919922,5428.879883,0,5428.879883
"1999-06-09",5429.569824,5443.060059,5397.450195,5398.419922,0,5398.419922
"1999-06-10",5397.899902,5397.899902,5338.529785,5366.589844,0,5366.589844
"1999-06-11",5366.740234,5371.700195,5223.390137,5234.649902,0,5234.649902
"1999-06-14",5236.390137,5249.52002,5106.75,5117.850098,0,5117.850098
"1999-06-15",5117.529785,5335.660156,5117.529785,5299.930176,0,5299.930176
"1999-06-16",5300.180176,5634.819824,5300.180176,5628.529785,0,5628.529785
"1999-06-17",5628.299805,5717.319824,5588.240234,5660.660156,0,5660.660156
"1999-06-18",5659.350098,5721.580078,5612.919922,5716.649902,0,5716.649902
"1999-06-21",5723.990234,5825.709961,5720.319824,5823.709961,0,5823.709961
"1999-06-22",5814.52002,5866.660156,5771.169922,5773.529785,0,5773.529785
"1999-06-23",5772.5,5772.5,5621.640137,5637.350098,0,5637.350098
"1999-06-24",5636.680176,5636.680176,5522.799805,5549.180176,0,5549.180176
"1999-06-25",5549.529785,5586.600098,5515.240234,5515.240234,0,5515.240234
"1999-06-28",5516.240234,5618.52002,5516.240234,5574.540039,0,5574.540039
"1999-06-29",5574.879883,5661.149902,5574.700195,5645.069824,0,5645.069824
"1999-06-30",5645.310059,5829.509766,5630.859863,5829.509766,0,5829.509766
"1999-07-01",5828.52002,5935.75,5824.939941,5854.600098,0,5854.600098
"1999-07-02",5855.640137,5913.600098,5811.509766,5887.609863,0,5887.609863
"1999-07-05",5887.700195,5959.930176,5886.720215,5955.529785,0,5955.529785
"1999-07-06",5955.069824,6003.950195,5917.910156,5918.720215,0,5918.720215
"1999-07-07",5918.540039,5966.220215,5906.910156,5931.240234,0,5931.240234
"1999-07-08",5931.189941,6027.580078,5886.850098,5890.47998,0,5890.47998
"1999-07-09",5890.180176,5907.549805,5873.450195,5888.870117,0,5888.870117
"1999-07-12",5890.359863,5896.930176,5768.310059,5769.370117,0,5769.370117
"1999-07-13",5768.439941,5844.600098,5685.620117,5844.600098,0,5844.600098
"1999-07-14",5845.5,5890.759766,5834.200195,5834.890137,0,5834.890137
"1999-07-15",5836.609863,5907.02002,5836.27002,5875.970215,0,5875.970215
"1999-07-16",5875.189941,5895.740234,5835.700195,5886.410156,0,5886.410156
"1999-07-19",5886.75,5918.629883,5866.879883,5912.290039,0,5912.290039
"1999-07-20",5911.790039,5913.549805,5812.200195,5814.970215,0,5814.970215
"1999-07-21",5816.830078,5874.049805,5816.830078,5857.629883,0,5857.629883
"1999-07-22",5863.140137,5881.089844,5778.709961,5784.689941,0,5784.689941
