"Date","BSESN","BVSP","FTSE","GDAXI","GSPC","HSCE","IBEX","JKSE","MXX","N225","TWII","VIX","VLIC"
"1999-01-08 01:00:00",0.0846533147156544,-0.0234653337378894,0.0445420260945364,0.015036561918359,0.037548497597848,0.031716989077811,-0.00340363387491056,0.109252851246246,-0.0527744994071957,-0.00179650512194877,0.042843519674984,-0.117019050723492,0.0221789818292209
"1999-01-14 01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255850455778665,NA,NA,NA
"1999-01-15 01:00:00",-0.0575390001620659,-0.00502662205641678,-0.0341192559402551,-0.0767427613265923,-0.0252797676313876,-0.155056060674874,-0.0816101797222806,-0.0881724309502215,-0.00572744465717905,NA,0.00510242321632724,0.227942969063015,-0.0220419688104589
"1999-01-22 01:00:00",0.0276728443555933,0.063593210087667,-0.0135230753222343,0.00689848685839527,-0.0146410842036476,-0.160655138746081,0.00163473234180561,NA,0.0216719830063632,0.0297972179000823,-0.0355852396933624,0.0886345772408702,-0.0148610787573261
"1999-01-29 01:00:00",0.00535576935552399,0.12802250522242,0.00591976083566533,0.0337824887500632,0.0434829142407426,0.0905986296077749,0.0273787367199157,0.0234067137530133,0.0681913416901438,0.0240713665102837,-0.0401184792683567,-0.196506223084815,-0.000857889840104937
"1999-02-04 01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,0.0139550045315083,NA,NA,NA,NA
"1999-02-05 01:00:00",-0.0306933281277271,0.0316760390425559,-0.00692695419525215,-0.0161147507454744,-0.0319513891852955,-0.079968830675558,-0.00706013876551488,-0.015606802984207,NA,-0.0423462172390866,-0.0889353886848451,0.122470445265098,-0.0201979612355605
"1999-02-10 01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0573592292221674,NA,NA
"1999-02-12 01:00:00",0.0372827775311516,0.0594872550116925,0.0161616917739595,-0.0401765706766648,-0.00750755198913687,0.0520580996577533,-0.00715134827762092,-0.0124079808821885,0.0215986314199672,0.00542559988842807,NA,0.00302877566216057,-0.0257257653776631
"1999-02-19 01:00:00",0.00520887741152609,0.00679100856464867,0.0134371357814859,-0.0151197258919757,0.0073622671123264,-0.032760695129992,0.0103676661102036,0.00861587269834385,0.0238383440711763,0.00885947679568494,NA,-0.0155777280715629,-0.00662786851645745
"1999-02-26 01:00:00",-0.0367513986204824,-0.0113815109436899,0.0235790643378572,0.0165930345663161,-0.000718463857043117,0.0271449622619831,0.0157678425289171,-0.0198205945664559,0.0143437661453911,0.0189357147757008,0.085971810787511,-0.0496779318690114,-0.00679512720090476
"1999-03-05 01:00:00",0.120793113086756,0.0603143160307035,0.00491090300235278,-0.0129609597549007,0.0295510532220218,0.0369926218136664,0.000769931755309039,-0.0188850707943995,0.0156023943865325,0.0359869491168683,0.010167236855502,-0.146527929583697,0.0145880993555375
"1999-03-12 01:00:00",0.0146223904513444,0.0114503063090312,0.0122842730568985,0.0385486349375192,0.0148793010444162,-0.00781930680909278,0.00892559369524571,-0.0333321984633419,0.0820201243654328,0.039162631289723,0.012399591493661,0.0310736366246579,0.00464673986084348
"1999-03-19 01:00:00",-0.00818401198787647,0.123822833252531,-0.0191241138233149,0.0153240466726947,0.0036239749987304,0.12035130553509,-0.00208246836818008,0.0474799240716964,0.0182666014422164,0.0558655326663204,0.0794711899930988,-0.0211561999673117,-0.00639486709759733
"1999-03-26 01:00:00",-0.0206465759337825,0.00267268948554434,-0.00390168254737578,-0.0624242908001595,-0.0127727644068386,0.0170955243760455,-0.0420276925124278,-0.00322420527055118,-0.0100306377385343,-0.0223365627856892,0.0051259854994746,-0.0115799058336226,-0.00616706347132227
"1999-03-31 02:00:00",NA,-0.0156767739087509,NA,NA,NA,NA,0.00841257644119406,NA,0.0400986869117209,NA,NA,NA,NA
"1999-04-01 02:00:00",0.024359123925778,NA,0.0306057638824382,0.0210740716050018,0.0084765399063562,-0.0138102260262421,NA,0.00377200066310368,NA,NA,NA,-0.085953182769904,0.00292978869205916
"1999-04-02 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169130640806794,0.0279371035735007,NA,NA
"1999-04-09 02:00:00",-0.0688032181516312,0.0544903101203245,0.0223085152293416,0.0462649480413835,0.0413598379649372,0.114584702807958,0.0364105957441916,0.0656894262641897,0.0541825648883746,0.0341216640429596,0.00457851353798311,-0.0132330932479837,0.0100425683308811
"1999-04-16 02:00:00",0.0375630405248005,0.0117938349954943,-0.00809716484318197,0.00177097471227489,-0.0220077311706705,0.00210163678425277,-0.03266024340048,0.129671958010361,0.0653609802354225,-0.000240351005431637,0.0273046137099492,0.0933455836910089,0.0428281014906038
"1999-04-23 02:00:00",-0.0476685483832408,-0.0353538444244602,0.00115186133302176,0.00868663040658157,0.028291945368394,0.0991277388867764,0.0126329810275122,-0.0124750601748675,-0.0135277782870967,0.00424399053423837,0.0193617765252454,-0.0488738496793347,0.0196008331005461
"1999-04-29 02:00:00",-0.0240346631590422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999-04-30 02:00:00",NA,0.0285057052822017,0.0191374530011438,0.0327189603977949,-0.0160996644356448,0.0108589190346919,0.0074257878598489,0.0446704735181202,-0.0123584849201642,-0.0131881262105899,-0.0322545723028281,0.0966673029120718,0.0100623332189605
"1999-05-07 02:00:00",0.108748070004852,0.074831372291577,-0.0304016522019405,-0.0157830511302194,0.00732785838587571,0.0758607848320819,0.0178440148175699,0.149569181786223,0.0967321118993342,0.0145621854370546,0.0132289283680225,0.0115012568309991,0.0164972939479566
